model,Geotrend/bert-base-10lang-cased,Geotrend/bert-base-15lang-cased,Geotrend/bert-base-25lang-cased,Geotrend/distilbert-base-25lang-cased,Geotrend/distilbert-base-en-fr-cased,Geotrend/distilbert-base-en-fr-es-pt-it-cased,Geotrend/distilbert-base-fr-cased,Wissam42/sentence-croissant-llm-base,bert-base-multilingual-cased,bert-base-multilingual-uncased,camembert/camembert-base,camembert/camembert-large,dangvantuan/sentence-camembert-base,dangvantuan/sentence-camembert-large,distilbert-base-uncased,embed-multilingual-light-v3.0,embed-multilingual-v3.0,flaubert/flaubert_base_cased,flaubert/flaubert_base_uncased,flaubert/flaubert_large_cased,intfloat/e5-mistral-7b-instruct,intfloat/multilingual-e5-base,intfloat/multilingual-e5-large,intfloat/multilingual-e5-small,izhx/udever-bloom-1b1,izhx/udever-bloom-560m,laser2,sentence-transformers/LaBSE,sentence-transformers/all-MiniLM-L12-v2,sentence-transformers/all-MiniLM-L6-v2,sentence-transformers/distiluse-base-multilingual-cased-v2,sentence-transformers/multi-qa-MiniLM-L6-cos-v1,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,sentence-transformers/sentence-t5-base,sentence-transformers/sentence-t5-large,sentence-transformers/sentence-t5-xl,sentence-transformers/sentence-t5-xxl,shibing624/text2vec-base-multilingual,text-embedding-ada-002,voyage-2,voyage-code-2,vprelovac/universal-sentence-encoder-multilingual-3,vprelovac/universal-sentence-encoder-multilingual-large-3,xlm-roberta-base,xlm-roberta-large
sentence-transformers/all-MiniLM-L6-v2,0.777094017094017,0.777094017094017,0.775042735042735,0.8147008547008547,0.8290598290598291,0.8188034188034188,0.8188034188034188,0.8257821970579146,0.7811965811965812,0.8229059829059829,0.7675213675213676,0.8311111111111111,0.8926495726495727,0.8687179487179487,0.5555555555555556,0.8551889336819231,0.8091004288777502,0.7442735042735042,0.7155555555555555,0.5883760683760684,0.9145299145299145,0.7840656637075768,0.7748889942528981,0.7584675056329692,0.9022222222222223,0.788034188034188,0.6927815511532533,0.755046362170484,0.9637606837606838,1.0,0.7830997385628626,0.9767521367521368,0.7716239316239316,0.7796204593341802,0.8776068376068376,0.8475213675213675,0.8254402582599609,0.7647863247863248,0.757948717948718,0.7653846153846153,0.9076923076923077,0.8700854700854701,0.7954158550278094,0.7523094474004959,0.734017094017094,0.7511111111111111
sentence-transformers/distiluse-base-multilingual-cased-v2,0.7947316263353124,0.7947316263353124,0.7906262541803301,0.7372564161655609,0.7516252187079988,0.7434144743980343,0.7304141292405906,0.9769034648600651,0.8008896845677858,0.8597333521225312,0.5114609476415376,0.6120425654386026,0.9158401049072885,0.9637361133820813,0.29113930865749066,0.9508983288427744,0.9828825744608011,0.5429354674964015,0.4751968269391945,0.34724606144224796,0.7338352727030758,0.9796408475987272,0.9719274221157138,0.9753509072235536,0.7837839672553597,0.635990569675999,0.9431701472098596,0.9890448476549127,0.7988369984902945,0.7830997385628626,1.0,0.7742047655604012,0.9822102880795014,0.9775878105447305,0.9500515395321405,0.9698941716145547,0.9796408475987272,0.9719468576920458,0.9698941716145547,0.9445730281578498,0.8378380339626259,0.9172085622922825,0.9787743923313934,0.9828825744608011,0.7126241832356676,0.6072529645911233
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,0.7333333333333333,0.7333333333333333,0.7285470085470086,0.7668376068376068,0.7832478632478632,0.770940170940171,0.7764102564102564,0.8298854626333576,0.7374358974358974,0.803076923076923,0.7408547008547008,0.7948717948717948,0.8878632478632479,0.865982905982906,0.5617094017094018,0.8681826080041595,0.8159427158027206,0.7606837606837606,0.7456410256410256,0.612991452991453,0.9398290598290598,0.7936399500502773,0.7830997385628626,0.7680467073279278,0.8960683760683761,0.7825641025641026,0.6722546903783422,0.7434144743980343,0.9664957264957265,0.9767521367521368,0.7742047655604012,1.0,0.7565811965811966,0.7755171937587372,0.8830769230769231,0.8598290598290599,0.841169442965826,0.785982905982906,0.749059829059829,0.7638461538461538,0.9206837606837607,0.8878632478632479,0.7872051107178449,0.7427302457055373,0.7176068376068376,0.7422222222222222
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.8263247863247863,0.8263247863247863,0.8229059829059829,0.7688888888888888,0.7805128205128206,0.7757264957264958,0.762051282051282,0.9574286342700459,0.8331623931623932,0.8618803418803419,0.532991452991453,0.6348717948717949,0.9282051282051282,0.9555555555555556,0.3558974358974359,0.9225508768787799,0.9589465125346021,0.5596581196581196,0.5076923076923077,0.37094017094017095,0.7073504273504273,0.965635165420932,0.9562095977646139,0.9609991986120932,0.749059829059829,0.6663247863247863,0.941840795222176,0.9657887994595724,0.7996581196581196,0.7716239316239316,0.9822102880795014,0.7565811965811966,1.0,0.9885450648838223,0.932991452991453,0.9582905982905983,0.9642674102291175,0.958974358974359,0.9835897435897436,0.9323076923076923,0.8358974358974359,0.9090598290598291,0.9637361133820813,0.9726310863845429,0.7244444444444444,0.6218803418803419
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.8131304615336318,0.8131304615336318,0.8069755631704673,0.7512395391040324,0.7628654582344544,0.7580783150631042,0.7444007631449606,0.9656292749658003,0.8199692374927036,0.8603180156512269,0.5088049313549386,0.609676876751247,0.9437510823519023,0.9758933293595395,0.3371516547822376,0.9437414500683995,0.9727973907520717,0.570695853784538,0.5060694209713099,0.36279706462875666,0.725936068055467,0.9799931600547196,0.9762191191753995,0.9707443536980751,0.7560266822753826,0.6613096352422388,0.9112062791321728,0.9550044029507676,0.8100530123520495,0.7796204593341802,0.9775878105447305,0.7755171937587372,0.9885450648838223,1.0,0.9440930211498559,0.971448124986143,0.9775991792065664,0.9765772069554468,0.9717900637840965,0.9559530855811208,0.866814852812345,0.932467102019434,0.9577417856894298,0.9693756623287441,0.7020003521987157,0.605573611175804
sentence-transformers/sentence-t5-base,0.824957264957265,0.824957264957265,0.8201709401709402,0.8023931623931624,0.8147008547008547,0.8051282051282052,0.7996581196581196,0.9752094517636324,0.8276923076923077,0.9008547008547009,0.5993162393162393,0.6902564102564103,0.9487179487179487,0.9794871794871794,0.39076923076923076,0.9861514932981472,0.9678414855370635,0.705982905982906,0.6328205128205128,0.49811965811965814,0.8543589743589743,0.958112511865953,0.9370511943746967,0.958262283842105,0.8899145299145299,0.7723076923076924,0.856996437352543,0.9370511943746967,0.8837606837606837,0.8776068376068376,0.9500515395321405,0.8830769230769231,0.932991452991453,0.9440930211498559,1.0,0.987008547008547,0.9724739413800038,0.9411965811965812,0.9234188034188034,0.9284615384615384,0.9111111111111111,0.945982905982906,0.9514199969171346,0.9267877639872412,0.79008547008547,0.7326495726495726
sentence-transformers/sentence-t5-large,0.8215384615384616,0.8215384615384616,0.8160683760683761,0.7805128205128206,0.7928205128205128,0.7846153846153846,0.7777777777777778,0.9827321053186113,0.8256410256410256,0.8933333333333333,0.556923076923077,0.6601709401709401,0.9452991452991453,0.9822222222222222,0.36615384615384616,0.9861514932981472,0.9876841176194777,0.6608547008547009,0.5965811965811966,0.4495726495726496,0.8126495726495726,0.9806804725308899,0.9644203420745784,0.9712626289995487,0.8461538461538461,0.7353846153846154,0.8829971276674305,0.9500515395321405,0.8755555555555555,0.8475213675213675,0.9698941716145547,0.8598290598290599,0.9582905982905983,0.971448124986143,0.987008547008547,1.0,0.992990269257219,0.9747008547008547,0.9466666666666667,0.953076923076923,0.9138461538461539,0.963076923076923,0.9671572568445665,0.9514199969171346,0.7654700854700854,0.6984615384615385
sentence-transformers/sentence-t5-xl,0.8021884199991169,0.8021884199991169,0.7953496440400453,0.7550008658815218,0.7686784177996654,0.7604718866487793,0.7502137227101716,0.9844391244870041,0.8076594407663744,0.872627812377556,0.530005136828061,0.6305351434264159,0.9451188375437167,0.9820482277227042,0.3357838995904232,0.975547195622435,0.990590378553376,0.6093349379532934,0.5529150362909515,0.4120362515340733,0.7919302560605094,0.9858071135430917,0.9769034648600651,0.9769034648600651,0.8196272986947499,0.6907163718662473,0.8961506740695308,0.9591104770587608,0.8630535260348556,0.8254402582599609,0.9796408475987272,0.841169442965826,0.9642674102291175,0.9775991792065664,0.9724739413800038,0.992990269257219,1.0,0.9882031260858688,0.9505898583109741,0.9636468729902243,0.9068216921729149,0.9663190430168391,0.9686913166440785,0.9632165511667541,0.7296973948329564,0.6486578997179561
sentence-transformers/sentence-t5-xxl,0.747008547008547,0.747008547008547,0.7401709401709402,0.6875213675213675,0.6991452991452991,0.692991452991453,0.6806837606837607,0.9693964921984214,0.7524786324786324,0.8160683760683761,0.4358974358974359,0.5446153846153846,0.9158974358974359,0.9664957264957265,0.27384615384615385,0.9543511850884635,0.9828945167719985,0.522051282051282,0.4728205128205128,0.31555555555555553,0.7299145299145299,0.983074044116565,0.9794733733095132,0.9698941716145547,0.7429059829059829,0.6054700854700855,0.872733697279975,0.9425250239146731,0.8092307692307692,0.7647863247863248,0.9719468576920458,0.785982905982906,0.958974358974359,0.9765772069554468,0.9411965811965812,0.9747008547008547,0.9882031260858688,1.0,0.9357264957264957,0.9753846153846154,0.8762393162393163,0.9541880341880342,0.9555253690721168,0.9603149699195961,0.6519658119658119,0.561025641025641
shibing624/text2vec-base-multilingual,0.8181196581196581,0.8181196581196581,0.8153846153846154,0.7606837606837606,0.7757264957264958,0.7675213675213676,0.7538461538461538,0.9358864899989698,0.824957264957265,0.8687179487179487,0.5466666666666666,0.6362393162393163,0.9193162393162393,0.9364102564102564,0.3476923076923077,0.9194734276971976,0.9425250239146731,0.6,0.5241025641025641,0.4099145299145299,0.7100854700854701,0.9468285315334847,0.9391038804521878,0.9541569116871228,0.762051282051282,0.6936752136752137,0.9527884543021287,0.9664730281520695,0.777094017094017,0.757948717948718,0.9698941716145547,0.749059829059829,0.9835897435897436,0.9717900637840965,0.9234188034188034,0.9466666666666667,0.9505898583109741,0.9357264957264957,1.0,0.9030769230769231,0.8112820512820513,0.8830769230769231,0.9507357682246376,0.9575780551496079,0.7558974358974359,0.6492307692307693
text-embedding-ada-002,0.73,0.73,0.7223076923076923,0.67,0.6784615384615384,0.6730769230769231,0.6623076923076923,0.9563377749515759,0.7330769230769231,0.806923076923077,0.39615384615384613,0.5176923076923077,0.8984615384615384,0.9561538461538461,0.22538461538461538,0.9355645489469963,0.967667723222834,0.48846153846153845,0.43846153846153846,0.30538461538461537,0.7092307692307692,0.9601846686561277,0.9607393147033387,0.9568901988591747,0.7307692307692307,0.5623076923076923,0.8214013211446013,0.9176292172487017,0.7946153846153846,0.7653846153846153,0.9445730281578498,0.7638461538461538,0.9323076923076923,0.9559530855811208,0.9284615384615384,0.953076923076923,0.9636468729902243,0.9753846153846154,0.9030769230769231,1.0,0.8769230769230769,0.963076923076923,0.9591996683656732,0.9430333818201843,0.6015384615384616,0.5169230769230769
voyage-2,0.7996581196581196,0.7996581196581196,0.7935042735042735,0.8105982905982906,0.8208547008547008,0.8147008547008547,0.8051282051282052,0.8951957730424929,0.8037606837606838,0.8482051282051282,0.556923076923077,0.6895726495726495,0.935042735042735,0.9268376068376069,0.39418803418803416,0.903402304193379,0.8829971276674305,0.6608547008547009,0.6095726495726496,0.4605128205128205,0.8468376068376068,0.8746794451652776,0.8706810112024839,0.8453645495800933,0.8680341880341881,0.731965811965812,0.7283614431630995,0.7981527697977976,0.9623931623931624,0.9076923076923077,0.8378380339626259,0.9206837606837607,0.8358974358974359,0.866814852812345,0.9111111111111111,0.9138461538461539,0.9068216921729149,0.8762393162393163,0.8112820512820513,0.8769230769230769,1.0,0.9692307692307692,0.856996437352543,0.8357853478851348,0.6943589743589743,0.6553846153846153
voyage-code-2,0.775042735042735,0.775042735042735,0.7688888888888888,0.7545299145299146,0.7647863247863248,0.757948717948718,0.749059829059829,0.946486592735531,0.7784615384615384,0.8393162393162393,0.49675213675213675,0.6198290598290598,0.9466666666666667,0.9644444444444444,0.3128205128205128,0.9471704703314382,0.9514199969171346,0.5917948717948718,0.55008547008547,0.40102564102564103,0.8037606837606838,0.9410155719682737,0.9391038804521878,0.9199454770622707,0.8208547008547008,0.6745299145299145,0.8002054558752887,0.8816286702824365,0.9227350427350427,0.8700854700854701,0.9172085622922825,0.8878632478632479,0.9090598290598291,0.932467102019434,0.945982905982906,0.963076923076923,0.9663190430168391,0.9541880341880342,0.8830769230769231,0.963076923076923,0.9692307692307692,1.0,0.9308931361422234,0.9062609032123299,0.6676923076923077,0.6102564102564103
vprelovac/universal-sentence-encoder-multilingual-3,0.7913104828728271,0.7913104828728271,0.7878893394103419,0.7420460170130403,0.755046362170484,0.7461513891680225,0.737940644858058,0.9755347734907339,0.7954158550278094,0.8652071816625075,0.49093408686662643,0.6175163949785789,0.8946290154398803,0.9527884543021287,0.2658228470351002,0.9481609461041122,0.9746662102019856,0.5456723822663897,0.47109145478421227,0.3561410344447095,0.7482040752455136,0.9659539339054163,0.9520712084902431,0.9712427250941459,0.7926789402578213,0.6387274844459871,0.90619650804519,0.9712427250941459,0.8159427158027206,0.7954158550278094,0.9787743923313934,0.7872051107178449,0.9637361133820813,0.9577417856894298,0.9514199969171346,0.9671572568445665,0.9686913166440785,0.9555253690721168,0.9507357682246376,0.9591996683656732,0.856996437352543,0.9308931361422234,1.0,0.9780896953098254,0.6989396093857267,0.5983579915886618
vprelovac/universal-sentence-encoder-multilingual-large-3,0.807047742800259,0.807047742800259,0.8008896845677858,0.7440987030905314,0.7570990482479751,0.7509409900155017,0.7358879587805669,0.9680069709594129,0.8138900297252295,0.8645229529700105,0.47588105563169153,0.618200623671076,0.890523643284898,0.9486830821471465,0.2952446808124729,0.9248931928254837,0.9657651489216021,0.499829059869088,0.4293535045418928,0.31440308420239005,0.7208349275456319,0.9680069709594129,0.9561793906196508,0.968503937007874,0.7632571064804485,0.5969895342036677,0.9308456008216365,0.9760356042451215,0.7810470524853715,0.7523094474004959,0.9828825744608011,0.7427302457055373,0.9726310863845429,0.9693756623287441,0.9267877639872412,0.9514199969171346,0.9632165511667541,0.9603149699195961,0.9575780551496079,0.9430333818201843,0.8357853478851348,0.9062609032123299,0.9780896953098254,1.0,0.6681493182233599,0.5620938708863187
xlm-roberta-base,0.8564102564102564,0.8564102564102564,0.8591452991452991,0.8652991452991453,0.8741880341880341,0.8639316239316239,0.8639316239316239,0.7283296396411421,0.8550427350427351,0.8810256410256411,0.7586324786324786,0.770940170940171,0.7668376068376068,0.7230769230769231,0.5835897435897436,0.7679945402037582,0.7187822414681408,0.8858119658119659,0.8023931623931624,0.7524786324786324,0.7326495726495726,0.7098649445516483,0.668833546915857,0.720150698853135,0.8495726495726496,0.9494017094017094,0.7803628237928745,0.7358879587805669,0.7456410256410256,0.734017094017094,0.7126241832356676,0.7176068376068376,0.7244444444444444,0.7020003521987157,0.79008547008547,0.7654700854700854,0.7296973948329564,0.6519658119658119,0.7558974358974359,0.6015384615384616,0.6943589743589743,0.6676923076923077,0.6989396093857267,0.6681493182233599,1.0,0.9377777777777778
xlm-roberta-large,0.788034188034188,0.788034188034188,0.79008547008547,0.8133333333333334,0.8181196581196581,0.80991452991453,0.8147008547008547,0.6411352461629771,0.7846153846153846,0.8235897435897436,0.8181196581196581,0.8215384615384616,0.6991452991452991,0.6485470085470085,0.7032478632478633,0.702684229794623,0.6312009688285197,0.9268376068376069,0.9131623931623931,0.8358974358974359,0.7401709401709402,0.6233544286693906,0.5696203865037861,0.6223059958260582,0.8160683760683761,0.9446153846153846,0.6448855426784605,0.6216217671335611,0.7388034188034188,0.7511111111111111,0.6072529645911233,0.7422222222222222,0.6218803418803419,0.605573611175804,0.7326495726495726,0.6984615384615385,0.6486578997179561,0.561025641025641,0.6492307692307693,0.5169230769230769,0.6553846153846153,0.6102564102564103,0.5983579915886618,0.5620938708863187,0.9377777777777778,1.0
